_H:	$Name	$Group	%Agent[2:0,0]<2:4,6>	%Agent[2:0,1]	%Agent[2:0,2]	%Agent[2:0,3]	%Agent[2:0,4]	%Agent[2:0,5]	%Agent[2:1,0]	%Agent[2:1,1]	%Agent[2:1,2]	%Agent[2:1,3]	%Agent[2:1,4]	%Agent[2:1,5]	%Agent[2:2,0]	%Agent[2:2,1]	%Agent[2:2,2]	%Agent[2:2,3]	%Agent[2:2,4]	%Agent[2:2,5]	%Agent[2:3,0]	%Agent[2:3,1]	%Agent[2:3,2]	%Agent[2:3,3]	%Agent[2:3,4]	%Agent[2:3,5]	%Relation[2:0,0]<2:2,6>	%Relation[2:0,1]	%Relation[2:0,2]	%Relation[2:0,3]	%Relation[2:0,4]	%Relation[2:0,5]	%Relation[2:1,0]	%Relation[2:1,1]	%Relation[2:1,2]	%Relation[2:1,3]	%Relation[2:1,4]	%Relation[2:1,5]	%Patient[2:0,0]<2:4,6>	%Patient[2:0,1]	%Patient[2:0,2]	%Patient[2:0,3]	%Patient[2:0,4]	%Patient[2:0,5]	%Patient[2:1,0]	%Patient[2:1,1]	%Patient[2:1,2]	%Patient[2:1,3]	%Patient[2:1,4]	%Patient[2:1,5]	%Patient[2:2,0]	%Patient[2:2,1]	%Patient[2:2,2]	%Patient[2:2,3]	%Patient[2:2,4]	%Patient[2:2,5]	%Patient[2:3,0]	%Patient[2:3,1]	%Patient[2:3,2]	%Patient[2:3,3]	%Patient[2:3,4]	%Patient[2:3,5]
_D:	Jenn.Neice.Charlot	English	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
_D:	Sophia.Uncle.EmiTom	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
_D:	Sophia.Aunt.GinAng	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
_D:	Emilio.Neice.Sophia	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
_D:	Tomaso.Neice.Sophia	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
_D:	Gina.Neice.Sophia	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
_D:	Angela.Neice.Sophia	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
_D:	Charlot.Bro.Colin	Italian	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	Alf.Aunt.GinAng	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
_D:	Emilio.Sis.Lucia	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
_D:	Rob.Wife.Maria	Italian	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
_D:	James.Wife.Vicky	English	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
_D:	Lucia.Fath.Robert	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
_D:	Angela.Bro.Marco	Italian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
_D:	Christi.Daug.Jenn	English	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
